,Word,NumberOfMeanings,POS,Term1,Term2,Term3,Term4,Term5,Term6,Unnamed: 9
4219,dangerous,2,(adj),unsafe,breakneck (similar term),chancy (similar term),chanceful (similar term),dicey (similar term),dodgy (similar term),
4220,dangerous,2,(adj),grave,grievous,serious,severe,life-threatening,critical (similar term),
4221,dare,4,(noun),daring,challenge (generic term),,,,,
4222,dare,4,(verb),make bold,presume,act (generic term),move (generic term),,,
4223,dare,4,(verb),act (generic term),move (generic term),,,,,
4224,dare,4,(verb),defy,challenge (generic term),,,,,
4225,dark,16,(adj),Acheronian (similar term),Acherontic (similar term),Stygian (similar term),aphotic (similar term),black (similar term),pitch-black (similar term),
4226,dark,16,(adj),darkish (similar term),black (related term),light (antonym),,,,
4227,dark,16,(adj),brunet (similar term),brunette (similar term),,,,,
4228,dark,16,(adj),black,sinister,evil (similar term),,,,
4229,dark,16,(adj),blue,depressing,dingy,disconsolate,dismal,dispiriting,
4230,dark,16,(adj),concealed (similar term),,,,,,
4231,dark,16,(adj),dour,glowering,glum,moody,morose,saturnine,
4232,dark,16,(adj),benighted,unenlightened (similar term),,,,,
4233,dark,16,(adj),obscure,incomprehensible (similar term),uncomprehensible (similar term),,,,
4234,dark,16,(adj),colored,coloured,dark-skinned,non-white,black (similar term),,
4235,dark,16,(adj),inactive (similar term),,,,,,
4236,dark,16,(noun),darkness,illumination (generic term),light (antonym),,,,
4237,dark,16,(noun),iniquity,wickedness,darkness,condition (generic term),status (generic term),,
4238,dark,16,(noun),darkness,shadow,scene (generic term),,,,
4239,dark,16,(noun),night,nighttime,time period (generic term),period of time (generic term),period (generic term),day (antonym),
4240,dark,16,(noun),darkness,unenlightenment (generic term),,,,,
4241,darkness,6,(noun),dark,illumination (generic term),light (antonym),,,,
4242,darkness,6,(noun),dark,shadow,scene (generic term),,,,
4243,darkness,6,(noun),iniquity,wickedness,dark,condition (generic term),status (generic term),,
4244,darkness,6,(noun),dark,unenlightenment (generic term),,,,,
4245,darkness,6,(noun),value (generic term),lightness (antonym),,,,,
4246,darkness,6,(noun),duskiness,swarthiness,complexion (generic term),skin color (generic term),skin colour (generic term),,
4247,data,1,(noun),information,collection (generic term),aggregation (generic term),accumulation (generic term),assemblage (generic term),,
4248,date,13,(noun),day of the month,day (generic term),twenty-four hours (generic term),twenty-four hour period (generic term),24-hour interval (generic term),solar day (generic term),
4249,date,13,(noun),day (generic term),twenty-four hours (generic term),twenty-four hour period (generic term),24-hour interval (generic term),solar day (generic term),mean solar day (generic term),
4250,date,13,(noun),appointment,engagement,meeting (generic term),get together (generic term),,,
4251,date,13,(noun),particular date,point (generic term),point in time (generic term),,,,
4252,date,13,(noun),present (generic term),nowadays (generic term),,,,,
4253,date,13,(noun),escort,companion (generic term),comrade (generic term),fellow (generic term),familiar (generic term),associate (generic term),
4254,date,13,(noun),calendar day (generic term),civil day (generic term),calendar month (generic term),month (generic term),calendar year (generic term),civil year (generic term),
4255,date,13,(noun),edible fruit (generic term),,,,,,
4256,date,13,(verb),go out (generic term),,,,,,
4257,date,13,(verb),date stamp,date (generic term),stamp (generic term),,,,
4258,date,13,(verb),determine (generic term),set (generic term),,,,,
4259,date,13,(verb),go steady,go out,see,consort (generic term),associate (generic term),affiliate (generic term),
4260,date,13,(verb),supply (generic term),provide (generic term),render (generic term),furnish (generic term),,,
4261,daughter,1,(noun),girl,female offspring (generic term),boy (antonym),son (antonym),,,
4262,day,10,(noun),twenty-four hours,twenty-four hour period,24-hour interval,solar day,mean solar day,time unit (generic term),
4263,day,10,(noun),time (generic term),,,,,,
4264,day,10,(noun),daytime,daylight,time period (generic term),period of time (generic term),period (generic term),night (antonym),
4265,day,10,(noun),calendar day (generic term),civil day (generic term),,,,,
4266,day,10,(noun),work time (generic term),,,,,,
4267,day,10,(noun),era (generic term),epoch (generic term),,,,,
4268,day,10,(noun),opportunity (generic term),chance (generic term),,,,,
4269,day,10,(noun),time period (generic term),period of time (generic term),period (generic term),,,,
4270,day,10,(noun),sidereal day,time unit (generic term),unit of time (generic term),sidereal time (generic term),,,
4271,day,10,(noun),Day,Clarence Day,Clarence Shepard Day Jr.,writer (generic term),author (generic term),,
4272,dead,25,(adj),asleep (similar term),at peace (similar term),at rest (similar term),deceased (similar term),departed (similar term),gone (similar term),
4273,dead,25,(adj),barren (similar term),extinct (similar term),out (similar term),lifeless (similar term),out of play (similar term),extinct (related term),
4274,dead,25,(adj),all in,beat,bushed,tired (similar term),,,
4275,dead,25,(adj),precise (similar term),,,,,,
4276,dead,25,(adj),extinct (similar term),,,,,,
4277,dead,25,(adj),utter,absolute (similar term),,,,,
4278,dead,25,(adj),inanimate,nonliving,non-living,nonconscious (similar term),animate (antonym),,
4279,dead,25,(adj),numb,insensitive (similar term),,,,,
4280,dead,25,(adj),deadened,insensitive (similar term),,,,,
4281,dead,25,(adj),unreverberant (similar term),nonresonant (similar term),,,,,
4282,dead,25,(adj),idle,unprofitable (similar term),,,,,
4283,dead,25,(adj),stagnant,standing (similar term),,,,,
4284,dead,25,(adj),malfunctioning (similar term),nonfunctional (similar term),,,,,
4285,dead,25,(adj),extinct (similar term),nonextant (similar term),,,,,
4286,dead,25,(adj),inelastic (similar term),,,,,,
4287,dead,25,(adj),defunct,inoperative (similar term),,,,,
4288,dead,25,(adj),noncurrent (similar term),,,,,,
4289,dead,25,(adj),complete (similar term),,,,,,
4290,dead,25,(adj),drained,uncharged (similar term),,,,,
4291,dead,25,(adj),lifeless,unanimated (similar term),,,,,
4292,dead,25,(adj),inactive (similar term),,,,,,
4293,dead,25,(noun),people (generic term),living (antonym),,,,,
4294,dead,25,(noun),time (generic term),,,,,,
4295,dead,25,(adv),abruptly,suddenly,short,,,,
4296,dead,25,(adv),absolutely,perfectly,utterly,,,,
4297,deal,22,(noun),trade,business deal,transaction (generic term),dealing (generic term),dealings (generic term),,
4298,deal,22,(noun),bargain,agreement (generic term),understanding (generic term),,,,
4299,deal,22,(noun),batch,flock,good deal,great deal,hatful,heap,
4300,deal,22,(noun),board (generic term),plank (generic term),,,,,
4301,deal,22,(noun),softwood,wood (generic term),,,,,
4302,deal,22,(noun),hand,collection (generic term),aggregation (generic term),accumulation (generic term),assemblage (generic term),,
4303,deal,22,(noun),result (generic term),resultant (generic term),final result (generic term),outcome (generic term),termination (generic term),,
4304,deal,22,(noun),distribution (generic term),,,,,,
4305,deal,22,(noun),allotment (generic term),apportionment (generic term),apportioning (generic term),allocation (generic term),parceling (generic term),parcelling (generic term),
4306,deal,22,(verb),cover,treat,handle,plow,address,broach (generic term),
4307,deal,22,(verb),act (generic term),move (generic term),,,,,
4308,deal,22,(verb),consider,take,look at,think about (generic term),,,
4309,deal,22,(verb),cope,get by,make out,make do,contend,grapple,
4310,deal,22,(verb),distribute,administer,mete out,parcel out,lot,dispense,
4311,deal,22,(verb),sell,trade,transact (generic term),deal out (related term),trade (related term),,
4312,deal,22,(verb),manage,care,handle,control (generic term),command (generic term),,
4313,deal,22,(verb),behave (generic term),acquit (generic term),bear (generic term),deport (generic term),conduct (generic term),comport (generic term),
4314,deal,22,(verb),distribute (generic term),administer (generic term),mete out (generic term),deal (generic term),parcel out (generic term),lot (generic term),
4315,deal,22,(verb),conduct,carry on,manage (generic term),deal (generic term),care (generic term),handle (generic term),
4316,deal,22,(verb),share,divvy up,portion out,apportion,distribute (generic term),give out (generic term),
4317,deal,22,(verb),pass (generic term),hand (generic term),reach (generic term),pass on (generic term),turn over (generic term),give (generic term),
4318,deal,22,(verb),deal (generic term),sell (generic term),trade (generic term),,,,
4319,dealer,5,(noun),trader,bargainer,monger,merchant (generic term),merchandiser (generic term),,
4320,dealer,5,(noun),firm (generic term),house (generic term),business firm (generic term),,,,
4321,dealer,5,(noun),seller (generic term),marketer (generic term),vender (generic term),vendor (generic term),trafficker (generic term),,
4322,dealer,5,(noun),principal,financier (generic term),moneyman (generic term),,,,
4323,dealer,5,(noun),card player (generic term),,,,,,
4324,dear,8,(adj),beloved,darling,loved (similar term),,,,
4325,dear,8,(adj),good,near,close (similar term),,,,
4326,dear,8,(adj),devout,earnest,heartfelt,sincere (similar term),,,
4327,dear,8,(adj),costly,high-priced,pricey,pricy,expensive (similar term),,
4328,dear,8,(noun),beloved,dearest,loved one,honey,love,lover (generic term),
4329,dear,8,(noun),lamb,innocent (generic term),inexperienced person (generic term),,,,
4330,dear,8,(adv),dearly,affectionately,,,,,
4331,dear,8,(adv),dearly,,,,,,
4332,death,8,(noun),decease,expiry,change (generic term),alteration (generic term),modification (generic term),birth (antonym),
4333,death,8,(noun),organic phenomenon (generic term),,,,,,
4334,death,8,(noun),last,end (generic term),ending (generic term),,,,
4335,death,8,(noun),Death,imaginary being (generic term),imaginary creature (generic term),,,,
4336,death,8,(noun),state (generic term),,,,,,
4337,death,8,(noun),dying,demise,end (generic term),ending (generic term),birth (antonym),,
4338,death,8,(noun),killing (generic term),kill (generic term),putting to death (generic term),,,,
4339,death,8,(noun),end,destruction,state (generic term),,,,
4340,debate,6,(noun),argument,argumentation,discussion (generic term),give-and-take (generic term),word (generic term),,
4341,debate,6,(noun),disputation,public debate,public speaking (generic term),speechmaking (generic term),speaking (generic term),oral presentation (generic term),
4342,debate,6,(verb),consider (generic term),debate (generic term),moot (generic term),turn over (generic term),deliberate (generic term),,
4343,debate,6,(verb),consider,moot,turn over,deliberate,hash out (generic term),discuss (generic term),
4344,debate,6,(verb),deliberate,hash out (generic term),discuss (generic term),talk over (generic term),,,
4345,debate,6,(verb),argue,contend,fence,converse (generic term),discourse (generic term),,
4346,debt,3,(noun),indebtedness (generic term),liability (generic term),financial obligation (generic term),,,,
4347,debt,3,(noun),liabilities (generic term),,,,,,
4348,debt,3,(noun),obligation (generic term),,,,,,
4349,decade,2,(noun),decennary,decennium,time period (generic term),period of time (generic term),period (generic term),,
4350,decade,2,(noun),ten,10,X,tenner,large integer (generic term),,
4351,decide,4,(verb),make up one's mind,determine,,,,,
4352,decide,4,(verb),settle,resolve,adjudicate,end (generic term),terminate (generic term),,
4353,decide,4,(verb),induce (generic term),stimulate (generic term),cause (generic term),have (generic term),get (generic term),make (generic term),
4354,decide,4,(verb),determine (generic term),shape (generic term),mold (generic term),influence (generic term),regulate (generic term),,
4355,decision,5,(noun),determination,conclusion,judgment (generic term),judgement (generic term),mind (generic term),,
4356,decision,5,(noun),determination,conclusion,choice (generic term),selection (generic term),option (generic term),pick (generic term),
4357,decision,5,(noun),result (generic term),resultant (generic term),final result (generic term),outcome (generic term),termination (generic term),,
4358,decision,5,(noun),result (generic term),resultant (generic term),final result (generic term),outcome (generic term),termination (generic term),,
4359,decision,5,(noun),decisiveness,resoluteness (generic term),firmness (generic term),firmness of purpose (generic term),resolve (generic term),resolution (generic term),
4360,deck,7,(noun),platform (generic term),,,,,,
